Meeting,Meeting Date,Origin,Index Title,Title,Published,Page URL,PDF URL
SAGE 30,2020-04-30,SPI-B,"SPI-B: Modelling and behavioural science responses to scenarios for relaxing school closures - full account of SPI-B input on the scenarios, 30 April 2020",A full account of SPI-B input on the scenarios - 30 April 2020,2020-05-22,https://www.gov.uk/government/publications/spi-b-modelling-and-behavioural-science-responses-to-scenarios-for-relaxing-school-closures-full-account-of-spi-b-input-on-the-scenarios-30-april,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/894904/s0259-spi-b-scenarios-input-sage30.pdf
SAGE 30,2020-04-30,UK Chief Veterinary Officer (CVO),"Update: Evidence for animal infections with SARS-CoV-2, 28 April 2020",UPDATE: Evidence for animal infections with SARS-CoV-2 - 28 April 2020,2020-06-12,https://www.gov.uk/government/publications/update-evidence-for-animal-infections-with-sars-cov-2-28-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892041/S0255_Evidence_for_animal_infections_with_SARS-CoV-2.pdf
SAGE 30,2020-04-30,,"Susceptibility to SARS-CoV-2 infection amongst children and adolescents compared with adults, 30 April 2020",Susceptibility to SARS-CoV-2 infection amongst children and adolescents compared with adults - 30 April 2020,2020-07-03,https://www.gov.uk/government/publications/susceptibility-to-sars-cov-2-infection-amongst-children-and-adolescents-compared-with-adults-30-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/897512/S0405_Susceptibility_to_SARS-CoV-2_infection_amongst_children_and_adolescents.pdf
SAGE 31,2020-05-01,SAGE Minutes,"SAGE 31 minutes: Coronavirus (COVID-19) response, 1 May 2020",Thirty-first SAGE meeting on COVID-19 - 1 May 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-1-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888806/S0401_Thirty-first_SAGE_meeting_on_Covid-19_.pdf
SAGE 31,2020-05-01,Netherlands National Institute for Public Health and the Environment (RIVM),"Technical briefing to Dutch Parliament: role of children in the COVID-19 outbreak, 22 April 2020",Technical briefing to Dutch Parliament: role of children in the COVID-19 outbreak - 22 April 2020,2020-05-22,https://www.gov.uk/government/publications/technical-briefing-to-dutch-parliament-role-of-children-in-the-covid-19-outbreak-22-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893123/s0291-dutch-parliament-role-of-children-in-transmission-220420-sage31.pdf
SAGE 31,2020-05-01,,"Transmission and susceptibility in children, 1 May 2020",Transmission and susceptibility in children - 1 May 2020,2020-05-22,https://www.gov.uk/government/publications/transmission-and-susceptibility-in-children-1-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/894617/s0301-susceptibility-transmission-in-children-sage31.pdf
SAGE 31,2020-05-01,TFC,"TFC: Modelling and behavioural science responses to scenarios for relaxing school closures, 1 May 2020",Interdisciplinary Task and Finish Group on the Role of Children in Transmission: Modelling and behavioural science responses to scenarios for relaxing school closures - 1 May 2020,2020-05-22,https://www.gov.uk/government/publications/tfc-modelling-and-behavioural-science-responses-to-scenarios-for-relaxing-school-closures-1-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/894884/s0300-tfc-modelling-behavioural-science-relaxing-school-closures-sage31.pdf
SAGE 32,2020-05-01,SAGE Minutes,"SAGE 32 minutes: Coronavirus (COVID-19) response, 1 May 2020",Thirty-second SAGE meeting on COVID-19 - 1 May 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-1-may-2020--2,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/940942/S0402_Thirty_second_SAGE_meeting_on_COVID-19.pdf
SAGE 32,2020-05-01,LSHTM,"Estimated impact of testing quarantined contacts at different points in time, 30 April 2020",Estimated impact of testing quarantined contacts at different points in time - 30 April 2020,2020-06-19,https://www.gov.uk/government/publications/estimated-impact-of-testing-quarantined-contacts-at-different-points-in-time-30-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893655/S0278_LSHTM_quarantine_test_contacts_updated.pdf
SAGE 32,2020-05-01,LSHTM,"Estimated impact of delay from isolation of symptomatic case to test result and quarantine of contacts, 26 April 2020",Estimated impact of delay from isolation of symptomatic case to test result and quarantine of contacts - 26 April 2020,2020-06-19,https://www.gov.uk/government/publications/estimated-impact-of-delay-from-isolation-of-symptomatic-case-to-test-result-and-quarantine-of-contacts-26-april-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/893653/S0277_LSHTM_quarantine_delay.pdf
SAGE 33,2020-05-05,SAGE Minutes,"SAGE 33 minutes: Coronavirus (COVID-19) response, 5 May 2020",Thirty-third SAGE meeting on COVID-19 - 5 May 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-5-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888809/S0403_Thirty-third_SAGE_meeting_on_Covid-19_.pdf
SAGE 33,2020-05-05,SPI-M-O,"SPI-M-O: Consensus view on the potential relaxing of social distancing measures, 4 May 2020",SPI-M-O: Consensus view on potential relaxing of social distancing measures - 4 May 2020,2020-05-29,https://www.gov.uk/government/publications/spi-m-o-consensus-view-on-the-potential-relaxing-of-social-distancing-measures-4-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888759/S0313_SAGE33_Consensus_for_SPI-M_on_transition_strategies.pdf
SAGE 33,2020-05-05,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 4 May 2020","Dynamic CO-CIN report to SAGE and NERVTAG, 4 May 2020",2020-05-20,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-4-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888250/s0317-co-cin-report-040520-sage33.pdf
SAGE 33,2020-05-05,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 5 May 2020",SPI-M-O: Consensus statement on COVID-19 - 5 May 2020,2020-07-31,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-5-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/904645/S0312_SAGE33_200504_SPI-M-O_Consensus_Statement.pdf
SAGE 33,2020-05-05,SPI-M-O,"SPI-M-O: COVID-19 short-term pilot forecasts, 3 May 2020",SPI-M-O short-term pilot forecasts (S0311) - 3 May 2020,2020-09-11,https://www.gov.uk/government/publications/spi-m-o-covid-19-short-term-pilot-forecasts-3-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/917031/SAGE33_2b._20200504_forecasts_SAGE_S0311_for_release_v2.pdf
SAGE 33,2020-05-05,SAGE secretariat,"SAGE return for COVID-19 strategy: sequencing of social distancing behavioural and social interventions, 6 May 2020",SAGE return for COVID-19 strategy: sequencing of social distancing BSIs - 6 May 2020,2021-01-29,https://www.gov.uk/government/publications/sage-return-for-covid-19-strategy-sequencing-of-social-distancing-behavioural-and-social-interventions-6-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/957021/s0310-sage-return-easing-social-distancing-measures.pdf
SAGE 34,2020-05-07,SAGE Minutes,"SAGE 34 minutes: Coronavirus (COVID-19) response, 7 May 2020",Thirty-fourth SAGE meeting on COVID-19 - 7 May 2020,2020-05-29,https://www.gov.uk/government/publications/sage-minutes-coronavirus-covid-19-response-7-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888813/S0404_Thirty-fourth_SAGE_meeting_on_Covid-19_.pdf
SAGE 34,2020-05-07,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 6 May 2020","Dynamic CO-CIN report to SAGE and NERVTAG, 6 May 2020",2020-05-20,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-6-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888251/s0333-co-cin-report-060520-sage34.pdf
SAGE 34,2020-05-07,SPI-B subgroup on Security and Policing,"Policing, protest and changes to COVID-19 control measures in the UK, 4 May 2020","Policing, protest and changes to COVID-19 control measures in the UK - 4 May 2020",2020-05-29,https://www.gov.uk/government/publications/policing-protest-and-changes-to-covid-19-control-measures-in-the-uk-4-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888551/7a._SPI-B_Policing_Protest_and_Changes_to_COVID-19_Control_Measures_in_the_UK_20200504_S0331_Redacted.pdf
SAGE 34,2020-05-07,SPI-B,"SPI-B: Key behavioural issues relevant to test, trace, track and isolate - summary, 6 May 2020","SPI-B Summary: Key behavioural issues relevant to test, trace, track and isolate , 6 May 2020",2020-05-29,https://www.gov.uk/government/publications/spi-b-key-behavioural-issues-relevant-to-test-trace-track-and-isolate-summary-6-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888751/4b._SPI-B__Key_Behavioural_Issues_Relevant_to_Test_J_Trace_J_Track_and_Isolate_20200506_S0327.pdf
SAGE 34,2020-05-07,NERVTAG,"NERVTAG: Case definitions for contact tracing, 7 May 2020",Paper for SAGE: Case definitions for contact tracing - 7 May 2020,2020-06-05,https://www.gov.uk/government/publications/nervtag-case-definitions-for-contact-tracing-7-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890191/s0328-case-definitions-contact-tracing-070420-sage34.pdf
SAGE 34,2020-05-07,PHE,"PHE: Serological surveillance - summary report 3, 6 May 2020",Serological surveillance: summary report 3 - 6 May 2020,2020-06-05,https://www.gov.uk/government/publications/phe-serological-surveillance-summary-report-3-6-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/890194/s0337-serological-surveillance-summary-3-060520-sage34.pdf
SAGE 34,2020-05-07,Environmental and Modelling Group (EMG),"Risk Estimation to inform risk assessment, 7 May 2020",Risk Estimation to inform risk assessment - 7 May 2020,2020-06-12,https://www.gov.uk/government/publications/risk-estimation-to-inform-risk-assessment-7-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891990/S0329_Risk_Estimation_to_inform_risk_assessment.pdf
SAGE 34,2020-05-07,SPI-M-O,"SPI-M-O: Statement on COVID-19 -“Bubbles” and outdoor activities, 6 May 2020",SPI-M-O: Statement on COVID-19 - “Bubbles” and outdoor activities - 6 May 2020,2020-06-12,https://www.gov.uk/government/publications/spi-m-o-statement-on-covid-19-bubbles-and-outdoor-activities-6-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891926/S0330_SPI-M-O_Statement_on_COVID-19_-_Bubbles_and_outdoor_activities.pdf
SAGE 35,2020-05-12,SAGE Minutes,"SAGE 35 minutes: Coronavirus (COVID-19) response, 12 May 2020","Thirty-fifth SAGE meeting on Covid-19, 12 May 2020",2020-06-12,https://www.gov.uk/government/publications/sage-35-minutes-coronavirus-covid-19-response-12-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892021/S0469_Thirty-fifth_SAGE_minute_on_Covid-19.pdf
SAGE 35,2020-05-12,CO-CIN,"Case fatality in hospitalised patients after 23 March 2020, 11 May 2020",Case fatality in hospitalised patients after 23 March 2020 - 11 May 2020,2020-05-22,https://www.gov.uk/government/publications/case-fatality-in-hospitalised-patients-after-23-march-2020-11-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888645/s0341-co-cin-report-hospitalised-patients-outcomes-110520-sage35__1_.pdf
SAGE 35,2020-05-12,Dynamic CO-CIN report,"Dynamic CO-CIN report to SAGE and NERVTAG, 12 May 2020","Dynamic CO-CIN report to SAGE and NERVTAG, 12 May 2020",2020-05-20,https://www.gov.uk/government/publications/dynamic-co-cin-report-to-sage-and-nervtag-12-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/888253/s0349-co-cin-report-120520-sage35.pdf
SAGE 35,2020-05-12,Environmental and Modelling Group (EMG),"Possible additional interventions to address hospital transmission risks of SARS-CoV-2, 12 May 2020",Possible additional interventions to address hospital transmission risks of SARS-CoV-2 - 12 May 2020,2020-06-12,https://www.gov.uk/government/publications/possible-additional-interventions-to-address-hospital-transmission-risks-of-sars-cov-2-12-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/892014/S0344_Possible_additional_interventions_to_address_hospital_transmission_risks.pdf
SAGE 35,2020-05-12,SCWG,"SCWG: Care homes analysis, 12 May 2020",Care Home Analysis - 12 May 2020,2020-07-03,https://www.gov.uk/government/publications/care-homes-analysis-12-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/897497/S0343_Care_Homes_Analysis.pdf
SAGE 35,2020-05-12,SPI-M-O,"SPI-M-O: Consensus statement on COVID-19, 11 May 2020", SPI-M-O: Consensus Statement on COVID-19 - 11 May 2020,2020-07-31,https://www.gov.uk/government/publications/spi-m-o-consensus-statement-on-covid-19-11-may-2020,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/904651/S0340_SAGE35_200511_SPI-M-O_Consensus_Statement.pdf
